Sample,Number,Size (mm),Weight (g in shell),Observations,Tissue Type,Storage,Room
1024144H5-8,13,25,2.29,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,1,20,1.34,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,2,20,2.15,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,3,25,1.82,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,4,24,1.65,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,5,21,1.65,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,6,25,1.89,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,7,19,0.97,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,8,23,1.53,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,9,21,1.64,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,10,21,1.36,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,11,23,1.42,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H9-12,12,21,1.3,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,1,21,1.72,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,2,26,1.7,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,3,25,1.83,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,4,21,1.87,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,5,30,3.18,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,6,24,2.26,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,7,24,2.02,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,8,23,1.36,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,9,20,0.84,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,10,19,0.92,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,11,21,1.49,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,12,29,3.12,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144H13-16,13,19,1.18,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,1,30,3.47,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,2,25,2.43,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,3,26,2.11,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,4,22,1.19,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,5,27,3.42,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,6,31,3.35,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,7,26,2.38,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,8,26,1.88,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,9,21,1.51,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,10,20,1.21,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,11,29,2.78,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S1-4,12,32,4.49,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,1,30,4.78,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,2,30,3.11,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,3,25,2.76,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,4,22,2.41,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,5,24,2.51,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,6,28,3.05,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,7,27,4.2,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,8,19,1.76,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,9,20,1.38,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,10,21,2.07,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,11,24,2.3,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,12,18,0.93,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S5-8,13,28,2.85,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,1,27,3.17,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,2,18,1.77,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,3,26,3.16,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,4,18,1.5,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,5,28,3.15,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,6,17,1.4,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,7,31,3.8,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,8,25,2.43,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,9,29,2.73,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,10,29,2.77,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,11,24,1.95,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S9-12,12,22,1.26,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,1,29,2.81,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,2,22,3.21,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,3,25,1.9,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,4,31,2.84,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,5,26,2.45,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,6,25,2.5,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,7,22,1.43,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,8,27,3.25,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,9,20,3.32,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,10,21,1.54,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,11,26,2.48,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,12,26,2.25,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144S13-16,13,25,2.54,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,1,21,2.06,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,2,29,2.98,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,3,22,1.59,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,4,20,1.21,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,5,22,1.25,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,6,25,1.97,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,7,24,2.51,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,8,28,2.21,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,9,23,1.78,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,10,26,2.61,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N1-4,12,30,2.89,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,1,28,2.91,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,2,27,2.87,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,3,23,1.61,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,4,28,3.43,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,5,23,1.91,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,6,25,2.57,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,7,33,4.44,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,8,24,1.83,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,9,22,1.64,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,10,24,1.71,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,11,20,0.91,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,12,24,0.95,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N5-8,13,22,1.29,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,1,24,1.53,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,2,23,1.42,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,3,22,1.82,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,4,28,3.38,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,5,31,3.79,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,6,25,1.89,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,7,21,1.54,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,8,22,1.73,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,9,24,2.63,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N9-12,11,22,1.48,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,1,32,4.36,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,2,28,2.95,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,3,27,2.97,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,4,28,2.91,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,5,27,2.38,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,6,23,1.58,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,7,27,3.32,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,8,23,2.6,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,9,24,2.17,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,10,27,2.26,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,11,28,3.12,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,12,27,2.16,,Ctenidia/Whole Body,-20 Bottom,FTR 209
1024144N13-16,13,15,0.46,,Ctenidia/Whole Body,-20 Bottom,FTR 209
Sample ID,Number,Size,,,,,
42215NT1,1,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,2,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,3,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,4,32,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,5,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,6,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,7,20,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NT1,8,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,1,21,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,2,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,3,33,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,4,19,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,5,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,6,34,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,7,29,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HT1,8,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,1,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,2,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,3,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,4,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,5,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,6,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,7,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215ST1,8,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,1,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,2,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,3,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,4,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,5,15,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,6,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,7,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215NM1,8,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,1,20,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,2,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,3,18,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,4,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,5,36,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,6,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,7,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215HM1,8,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,1,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,2,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,3,21,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,4,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,5,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,6,35,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,7,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42215SM1,8,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,1,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,2,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,3,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,4,29,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,5,32,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,6,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,7,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NT24,8,35,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,1,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,2,21,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,3,19,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,4,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,5,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,6,27,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,7,20,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HT24,8,19,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,1,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,2,26,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,3,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,4,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,5,21,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,6,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,7,33,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315ST24,8,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,1,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,2,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,3,37,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,4,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,5,29,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,6,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,7,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315NM24,8,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,1,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,2,14,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,3,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,4,33,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,5,28,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,6,25,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,7,30,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315HM24,8,20,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,1,24,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,2,31,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,3,22,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,4,23,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
42315SM24,5,40,,,2 ctenida RNAzol|Dry/1 mantle Dry/ whole body Ethanol,-80 bottom/ -80 bottom/ -20 Bottom,FTR 204/ FTR 204/ FTR 209
